,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team,xg,xga,fk,g-xg,np:g-xg,npxg,npxg/sh
1,2016-09-17,20:00,Super League,Regular season,Sat,Home,L,0.0,2.0,AEK Athens,,3111.0,,,Charalambos Kalogeropoulos,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
2,2016-09-24,18:15,Super League,Regular season,Sat,Away,W,2.0,1.0,Panionios,,1508.0,,,Giorgos Foukakis,Match Report,,,,,2.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
3,2016-10-02,16:00,Super League,Regular season,Sun,Home,D,0.0,0.0,PAOK,,3583.0,,,Angelos Evangelo u,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
4,2016-10-16,18:15,Super League,Regular season,Sun,Away,L,0.0,1.0,Atromitos,,698.0,,,Nikos Poulimas,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
5,2016-10-24,19:30,Super League,Regular season,Mon,Home,D,1.0,1.0,Panathinaikos,,2439.0,,,Aristidis Vatsios,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
6,2016-10-30,17:15,Super League,Regular season,Sun,Home,D,0.0,0.0,Platanias,,479.0,,,Giorgos Blanas,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
7,2016-11-06,17:15,Super League,Regular season,Sun,Away,L,0.0,2.0,Kerkyra,,728.0,,,Thanasis Tzilos,Match Report,,,,,0.0,0.0,1.0,0.0,0.0,,2016,Veria,,,,,,,
8,2016-11-26,15:00,Super League,Regular season,Sat,Away,L,0.0,2.0,PAS Giannina,,1722.0,,,Fotios Fotiadis,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
9,2016-12-03,17:15,Super League,Regular season,Sat,Home,D,1.0,1.0,Panetolikos,,367.0,,,Evangelos Kiotzenis,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
10,2016-12-10,15:00,Super League,Regular season,Sat,Away,D,0.0,0.0,Asteras Tripoli,,1159.0,,,Aristomenis Koutsiaftis,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
11,2016-12-17,15:00,Super League,Regular season,Sat,Home,L,0.0,4.0,Xanthi,,245.0,,,Dimitros Thanos,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
12,2017-01-04,17:15,Super League,Regular season,Wed,Away,L,1.0,2.0,Larissa,,1852.0,,,Ananias Fotiadis,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
13,2017-01-14,17:15,Super League,Regular season,Sat,Home,W,2.0,0.0,Levadiakos,,256.0,,,Georgios Giannoulakis,Match Report,,,,,2.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
14,2017-01-18,17:15,Super League,Regular season,Wed,Home,D,1.0,1.0,Larissa,,408.0,,,Tasos Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
15,2017-01-21,15:00,Super League,Regular season,Sat,Away,D,1.0,1.0,Iraklis,,338.0,,,Spyros Selimos,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
16,2017-01-25,17:15,Super League,Regular season,Wed,Home,L,0.0,2.0,Iraklis,,390.0,,,Charalambos Kalogeropoulos,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
17,2017-01-29,19:30,Super League,Regular season,Sun,Home,L,1.0,2.0,Olympiacos,,1425.0,,,Thanasis Tzilos,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
18,2017-02-05,15:00,Super League,Regular season,Sun,Away,L,0.0,6.0,AEK Athens,,7396.0,,,Aristotelis Diamantopoulos,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
19,2017-02-11,15:00,Super League,Regular season,Sat,Home,L,0.0,1.0,Panionios,,381.0,,,Ananias Fotiadis,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
20,2017-02-19,17:15,Super League,Regular season,Sun,Away,L,0.0,4.0,PAOK,,4979.0,,,Giorgos Blanas,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
21,2017-02-27,19:30,Super League,Regular season,Mon,Home,L,0.0,1.0,Atromitos,,421.0,,,Aristidis Vatsios,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
22,2017-03-04,19:30,Super League,Regular season,Sat,Away,L,0.0,5.0,Panathinaikos,,4499.0,,,Manolis Skoulas,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
23,2017-03-12,17:15,Super League,Regular season,Sun,Away,L,0.0,1.0,Platanias,,1482.0,,,Ioannis Neofitiadis,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
24,2017-03-18,15:00,Super League,Regular season,Sat,Home,W,4.0,0.0,Kerkyra,,483.0,,,Alexandros Tsamouris,Match Report,,,,,4.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
25,2017-04-01,17:15,Super League,Regular season,Sat,Away,L,1.0,3.0,Levadiakos,,1066.0,,,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
26,2017-04-05,17:15,Super League,Regular season,Wed,Home,W,3.0,0.0,PAS Giannina,,366.0,,,Triandafillos Tikas,Match Report,,,,,3.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
27,2017-04-09,19:00,Super League,Regular season,Sun,Away,L,0.0,1.0,Panetolikos,,2304.0,,,Manolis Skoulas,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
28,2017-04-23,19:00,Super League,Regular season,Sun,Home,W,4.0,3.0,Asteras Tripoli,,426.0,,,Athanasios Sezos,Match Report,,,,,4.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
29,2017-04-30,19:00,Super League,Regular season,Sun,Away,L,0.0,3.0,Xanthi,,530.0,,,Aggelos Aggelakis,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2016,Veria,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,23.0,0.0,1.0,0.0,0.0,,2016,Veria,,,,,,,
0,2015-08-23,21:30,Super League,Regular season,Sun,Home,W,3.0,0.0,Panionios,,21807.0,,,Ioannis Delfakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
1,2015-08-29,19:15,Super League,Regular season,Sat,Away,W,2.0,0.0,Levadiakos,,4931.0,,,Marios Labropoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
2,2015-09-12,20:30,Super League,Regular season,Sat,Home,W,3.0,1.0,Platanias,,16269.0,,,Charalambos Kalogeropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
3,2015-09-16,21:45,Champions Lg,Group stage,Wed,Home,L,0.0,3.0,de Bayern Munich,35.0,31688.0,Roberto,4-3-1-2,Carlos Velasco,Match Report,,,0.0,0.0,0.0,0.0,0.0,8.0,4.0,50.0,2015,Olympiacos,,,,,,,
4,2015-09-22,20:30,Super League,Regular season,Tue,Away,W,3.0,1.0,Skoda Xanthi,,1989.0,,,Christos Mitsios,Match Report,,,,,3.0,1.0,1.0,,,,2015,Olympiacos,,,,,,,
5,2015-09-26,20:30,Super League,Regular season,Sat,Home,W,5.0,1.0,PAS Giannina,,17248.0,,,Ioannis Papadopoulos,Match Report,,,,,4.0,1.0,1.0,,,,2015,Olympiacos,,,,,,,
6,2015-09-29,19:45,Champions Lg,Group stage,Tue,Away,W,3.0,2.0,eng Arsenal,37.0,59428.0,Roberto,4-2-3-1,Bas Nijhuis,Match Report,,,0.22,0.5,2.0,0.0,0.0,9.0,4.0,44.4,2015,Olympiacos,,,,,,,
7,2015-10-04,20:30,Super League,Regular season,Sun,Away,W,2.0,0.0,PAOK,,25674.0,,,Athanasios Giachos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
8,2015-10-17,20:30,Super League,Regular season,Sat,Home,W,4.0,0.0,AEK Athens,,30056.0,,,Georgios Kizas,Match Report,,,,,4.0,1.0,1.0,,,,2015,Olympiacos,,,,,,,
9,2015-10-20,20:45,Champions Lg,Group stage,Tue,Away,W,1.0,0.0,hr Dinamo Zagreb,43.0,13678.0,Roberto,4-2-3-1,Paolo Tagliavento,Match Report,,,0.06,0.2,1.0,0.0,0.0,16.0,5.0,31.3,2015,Olympiacos,,,,,,,
10,2015-10-25,15:00,Super League,Regular season,Sun,Away,W,2.0,1.0,Atromitos,,2284.0,,,Alexandros Dimitropoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
11,2015-10-31,19:30,Super League,Regular season,Sat,Away,W,2.0,0.0,Veria,,2451.0,,,Christos Mitsios,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
12,2015-11-04,21:45,Champions Lg,Group stage,Wed,Home,W,2.0,1.0,hr Dinamo Zagreb,56.0,31473.0,Roberto,4-2-3-1,Antonio Matéu Lahoz,Match Report,,,0.11,0.4,2.0,0.0,1.0,18.0,5.0,27.8,2015,Olympiacos,,,,,,,
13,2015-11-08,15:00,Super League,Regular season,Sun,Home,W,2.0,0.0,Iraklis,,19505.0,,,Marios Labropoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
14,2015-11-21,19:30,Super League,Regular season,Sat,Away,W,3.0,0.0,Panathinaikos,,,,,Andreas Pappas,Match Report,Match awarded to Olympiacos,,,,0.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
15,2015-11-24,20:45,Champions Lg,Group stage,Tue,Away,L,0.0,4.0,de Bayern Munich,36.0,70000.0,Roberto,4-3-3,Jonas Eriksson,Match Report,,,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,2015,Olympiacos,,,,,,,
16,2015-11-29,19:30,Super League,Regular season,Sun,Home,W,3.0,1.0,Asteras Tripoli,,,,,Georgios Kizas,Match Report,,,,,3.0,1.0,1.0,,,,2015,Olympiacos,,,,,,,
17,2015-12-05,19:30,Super League,Regular season,Sat,Away,W,4.0,3.0,Panthrakikos,,2372.0,,,Charalambos Kalogeropoulos,Match Report,,,,,4.0,2.0,2.0,,,,2015,Olympiacos,,,,,,,
18,2015-12-09,21:45,Champions Lg,Group stage,Wed,Home,L,0.0,3.0,eng Arsenal,50.0,31388.0,Roberto,4-2-3-1,Nicola Rizzoli,Match Report,,,0.0,0.0,0.0,0.0,0.0,12.0,4.0,33.3,2015,Olympiacos,,,,,,,
19,2015-12-13,15:00,Super League,Regular season,Sun,Home,W,1.0,0.0,Panetolikos,,15102.0,,,Ioannis Papadopoulos,Match Report,,,,,1.0,0.0,1.0,,,,2015,Olympiacos,,,,,,,
20,2015-12-19,19:30,Super League,Regular season,Sat,Away,W,2.0,0.0,AEL Kalloni,,2159.0,,,Stavros Mantalos,Match Report,,,,,2.0,2.0,2.0,,,,2015,Olympiacos,,,,,,,
21,2016-01-03,19:30,Super League,Regular season,Sun,Away,W,3.0,1.0,Panionios,,1793.0,,,Alexandros Dimitropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
22,2016-01-10,19:30,Super League,Regular season,Sun,Home,W,3.0,1.0,Levadiakos,,18182.0,,,Mihail Voskakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
23,2016-01-18,19:30,Super League,Regular season,Mon,Away,D,1.0,1.0,Platanias,,2459.0,,,Ilias Spathas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
24,2016-01-23,19:30,Super League,Regular season,Sat,Home,W,1.0,0.0,Skoda Xanthi,,13227.0,,,Charalambos Kalogeropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
25,2016-01-31,19:30,Super League,Regular season,Sun,Away,W,3.0,0.0,PAS Giannina,,4484.0,,,Marios Labropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
26,2016-02-07,19:30,Super League,Regular season,Sun,Home,W,1.0,0.0,PAOK,,29576.0,,,Alexandros Dimitropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
27,2016-02-13,19:30,Super League,Regular season,Sat,Away,L,0.0,1.0,AEK Athens,,31121.0,,,Charalambos Kalogeropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
28,2016-02-18,19:00,Europa Lg,Round of 32,Thu,Away,L,0.0,1.0,be Anderlecht,61.0,15397.0,Roberto,4-2-3-1,Ivan Bebek,Match Report,Leg 1 of 2,,0.0,0.0,0.0,0.0,0.0,11.0,4.0,36.4,2015,Olympiacos,,,,,,,
29,2016-02-21,15:00,Super League,Regular season,Sun,Home,W,4.0,0.0,Atromitos,,16040.0,,,Georgios Kizas,Match Report,,,,,4.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
30,2016-02-25,22:05,Europa Lg,Round of 32,Thu,Home,L,1.0,2.0,be Anderlecht,54.0,31005.0,Roberto,4-2-3-1,Arnold Hunter,Match Report,Leg 2 of 2; Anderlecht won; Required Extra Time,,0.0,0.0,1.0,1.0,1.0,17.0,8.0,47.1,2015,Olympiacos,,,,,,,
31,2016-02-28,15:00,Super League,Regular season,Sun,Home,W,3.0,0.0,Veria,,14934.0,,,Aristidis Vatsios,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
32,2016-03-13,19:30,Super League,Regular season,Sun,Home,W,3.0,1.0,Panathinaikos,,30314.0,,,Georgios Kizas,Match Report,,,,,3.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
33,2016-03-20,19:30,Super League,Regular season,Sun,Away,W,2.0,1.0,Asteras Tripoli,,2447.0,,,Michael Koukoulakis,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
34,2016-04-03,19:00,Super League,Regular season,Sun,Home,W,4.0,0.0,Panthrakikos,,,,,Giorgos Foukakis,Match Report,,,,,4.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
35,2016-04-06,19:30,Super League,Regular season,Wed,Away,W,2.0,0.0,Iraklis,,,,,Alexandros Aretopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
36,2016-04-10,19:00,Super League,Regular season,Sun,Away,W,5.0,2.0,Panetolikos,,3766.0,,,Tasos Sidiropoulos,Match Report,,,,,5.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
37,2016-04-17,19:00,Super League,Regular season,Sun,Home,W,5.0,0.0,AEL Kalloni,,30043.0,,,Fotios Fotiadis,Match Report,,,,,5.0,0.0,0.0,,,,2015,Olympiacos,,,,,,,
38,,,,,,,,,,,,,,,,,,,0.05,0.15,83.0,9.0,11.0,99.0,34.0,34.3,2015,Olympiacos,,,,,,,
0,2015-07-28,21:00,Champions Lg,Third qualifying round,Tue,Home,W,2.0,1.0,be Club Brugge,,12874.0,Zeca,4-3-1-2,Vladislav Bezborodov,Match Report,Leg 1 of 2,,,,2.0,1.0,2.0,,,,2015,Panathinaikos,,,,,,,
1,2015-08-05,20:30,Champions Lg,Third qualifying round,Wed,Away,L,0.0,3.0,be Club Brugge,,29344.0,Zeca,4-3-1-2,Stefan Johannesson,Match Report,Leg 2 of 2; Club Brugge won,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
2,2015-08-20,21:00,Europa Lg,Play-off round,Thu,Away,D,0.0,0.0,az Qabala,,10950.0,Zeca,4-2-3-1,Andre Marriner,Match Report,Leg 1 of 2,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
3,2015-08-24,21:30,Super League,Regular season,Mon,Away,W,2.0,1.0,Panetolikos,,4160.0,,,Tasos Sidiropoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
4,2015-08-27,21:00,Europa Lg,Play-off round,Thu,Home,D,2.0,2.0,az Qabala,,13956.0,Zeca,4-3-3,Ivan Kružliak,Match Report,Leg 2 of 2; Qabala won,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
5,2015-08-30,19:15,Super League,Regular season,Sun,Home,W,4.0,0.0,AEL Kalloni,,7968.0,,,Spyros Selimos,Match Report,,,,,4.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
6,2015-09-13,20:30,Super League,Regular season,Sun,Away,L,0.0,1.0,Panionios,,2762.0,,,Andreas Pappas,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
7,2015-09-23,16:00,Super League,Regular season,Wed,Home,W,3.0,0.0,Levadiakos,,5566.0,,,Georgios Kominis,Match Report,,,,,3.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
8,2015-09-27,16:00,Super League,Regular season,Sun,Home,W,1.0,0.0,Platanias,,8612.0,,,Ioannis Delfakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
9,2015-10-03,20:30,Super League,Regular season,Sat,Away,W,1.0,0.0,Skoda Xanthi,,2422.0,,,Mihail Voskakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
10,2015-10-19,17:15,Super League,Regular season,Mon,Home,W,3.0,1.0,PAS Giannina,,7823.0,,,Marios Labropoulos,Match Report,,,,,3.0,1.0,1.0,,,,2015,Panathinaikos,,,,,,,
11,2015-10-25,19:30,Super League,Regular season,Sun,Away,L,1.0,3.0,PAOK,,15374.0,,,Alexandros Aretopoulos,Match Report,,,,,1.0,1.0,1.0,,,,2015,Panathinaikos,,,,,,,
12,2015-11-01,19:30,Super League,Regular season,Sun,Home,D,0.0,0.0,AEK Athens,,16003.0,,,Stavros Mantalos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
13,2015-11-07,19:30,Super League,Regular season,Sat,Away,W,2.0,1.0,Atromitos,,1414.0,,,Georgios Kizas,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
14,2015-11-21,19:30,Super League,Regular season,Sat,Home,L,0.0,3.0,Olympiacos,,,,,Andreas Pappas,Match Report,Match awarded to Olympiacos,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
15,2015-11-28,19:30,Super League,Regular season,Sat,Away,L,0.0,1.0,Iraklis,,6160.0,,,Georgios Kominis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
16,2015-12-06,19:30,Super League,Regular season,Sun,Away,W,1.0,0.0,Veria,,1035.0,,,Ioannis Delfakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
17,2015-12-13,19:30,Super League,Regular season,Sun,Home,W,2.0,0.0,Asteras Tripoli,,,,,Michael Koukoulakis,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
18,2015-12-20,19:30,Super League,Regular season,Sun,Away,L,0.0,1.0,Panthrakikos,,1573.0,,,Tasos Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
19,2016-01-04,19:30,Super League,Regular season,Mon,Home,W,4.0,2.0,Panetolikos,,,,,Thanasis Tzilos,Match Report,,,,,4.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
20,2016-01-11,19:30,Super League,Regular season,Mon,Away,W,2.0,0.0,AEL Kalloni,,1766.0,,,Athanasios Giachos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
21,2016-01-17,19:30,Super League,Regular season,Sun,Home,D,0.0,0.0,Panionios,,,,,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
22,2016-01-24,15:00,Super League,Regular season,Sun,Away,W,2.0,0.0,Levadiakos,,1708.0,,,Iordanis Dimitriadis,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
23,2016-01-31,17:15,Super League,Regular season,Sun,Away,W,3.0,2.0,Platanias,,3052.0,,,Ioannis Papadopoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
24,2016-02-06,19:30,Super League,Regular season,Sat,Home,L,0.0,1.0,Skoda Xanthi,,7142.0,,,Stavros Mantalos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
25,2016-02-14,15:00,Super League,Regular season,Sun,Away,W,3.0,0.0,PAS Giannina,,2703.0,,,Ioannis Delfakis,Match Report,,,,,3.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
26,2016-02-21,19:30,Super League,Regular season,Sun,Home,D,2.0,2.0,PAOK,,8318.0,,,Georgios Kominis,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
27,2016-02-28,19:30,Super League,Regular season,Sun,Away,L,0.0,1.0,AEK Athens,,20930.0,,,Michael Koukoulakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
28,2016-03-06,19:30,Super League,Regular season,Sun,Home,W,2.0,0.0,Atromitos,,4809.0,,,Dimitros Styliaras,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
29,2016-03-13,19:30,Super League,Regular season,Sun,Away,L,1.0,3.0,Olympiacos,,30314.0,,,Georgios Kizas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
30,2016-03-19,19:30,Super League,Regular season,Sat,Home,W,4.0,0.0,Iraklis,,5086.0,,,Athanasios Giachos,Match Report,,,,,4.0,0.0,1.0,,,,2015,Panathinaikos,,,,,,,
31,2016-04-03,19:00,Super League,Regular season,Sun,Home,W,3.0,2.0,Veria,,5081.0,,,Spyros Selimos,Match Report,,,,,2.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
32,2016-04-10,19:00,Super League,Regular season,Sun,Away,D,0.0,0.0,Asteras Tripoli,,2326.0,,,Charalambos Kalogeropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
33,2016-04-17,19:00,Super League,Regular season,Sun,Home,W,6.0,1.0,Panthrakikos,,4378.0,,,Ioannis Mourtzakis,Match Report,,,,,6.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
34,2016-05-11,18:15,Super League,European competition play-offs,Wed,Away,D,1.0,1.0,Panionios,,1799.0,,,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
35,2016-05-15,20:30,Super League,European competition play-offs,Sun,Home,D,1.0,1.0,PAOK,,8178.0,,,Georgios Kizas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
36,2016-05-23,20:30,Super League,European competition play-offs,Mon,Home,W,3.0,0.0,AEK Athens,,8018.0,,,Tasos Sidiropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
37,2016-05-26,20:30,Super League,European competition play-offs,Thu,Away,L,1.0,3.0,AEK Athens,,6919.0,,,Michael Koukoulakis,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
38,2016-05-29,18:15,Super League,European competition play-offs,Sun,Home,W,1.0,0.0,Panionios,,4910.0,,,Georgios Kizas,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
39,2016-05-31,20:15,Super League,European competition play-offs,Tue,Away,D,1.0,1.0,PAOK,,20156.0,,,Alexandros Aretopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,Panathinaikos,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,63.0,3.0,5.0,,,,2015,Panathinaikos,,,,,,,
0,2015-08-22,21:30,Super League,Regular season,Sat,Home,W,3.0,0.0,Platanias,,15868.0,,,Georgios Kominis,Match Report,,,,,3.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
1,2015-08-29,21:30,Super League,Regular season,Sat,Away,D,0.0,0.0,Skoda Xanthi,,2978.0,,,Georgios Kizas,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
2,2015-09-13,16:00,Super League,Regular season,Sun,Home,W,3.0,1.0,PAS Giannina,,14567.0,,,Stavros Mantalos,Match Report,,,,,3.0,1.0,1.0,,,,2015,AEK Athens,,,,,,,
3,2015-09-23,20:30,Super League,Regular season,Wed,Away,L,1.0,2.0,PAOK,,21199.0,,,Tasos Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
4,2015-09-28,19:30,Super League,Regular season,Mon,Away,W,2.0,1.0,Veria,,3348.0,,,Alexandros Aretopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
5,2015-10-04,16:00,Super League,Regular season,Sun,Home,W,1.0,0.0,Atromitos,,15342.0,,,Georgios Kominis,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
6,2015-10-17,20:30,Super League,Regular season,Sat,Away,L,0.0,4.0,Olympiacos,,30056.0,,,Georgios Kizas,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
7,2015-10-24,19:30,Super League,Regular season,Sat,Home,W,5.0,1.0,Iraklis,,6171.0,,,Stavros Tritsonis,Match Report,,,,,5.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
8,2015-11-01,19:30,Super League,Regular season,Sun,Away,D,0.0,0.0,Panathinaikos,,16003.0,,,Stavros Mantalos,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
9,2015-11-08,19:30,Super League,Regular season,Sun,Home,L,0.0,1.0,Asteras Tripoli,,10051.0,,,Michael Koukoulakis,Match Report,,,,,0.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
10,2015-11-22,19:30,Super League,Regular season,Sun,Away,W,2.0,1.0,Panthrakikos,,2005.0,,,Ioannis Delfakis,Match Report,,,,,2.0,1.0,1.0,,,,2015,AEK Athens,,,,,,,
11,2015-11-29,15:00,Super League,Regular season,Sun,Home,W,2.0,0.0,Panetolikos,,7425.0,,,Athanasios Giachos,Match Report,,,,,2.0,0.0,1.0,,,,2015,AEK Athens,,,,,,,
12,2015-12-06,17:15,Super League,Regular season,Sun,Home,W,3.0,0.0,AEL Kalloni,,6471.0,,,Thanasis Tzilos,Match Report,,,,,3.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
13,2015-12-12,19:30,Super League,Regular season,Sat,Away,D,1.0,1.0,Panionios,,2394.0,,,Dimitrios Zigouris,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
14,2015-12-21,19:30,Super League,Regular season,Mon,Home,L,1.0,2.0,Levadiakos,,5007.0,,,Georgios Kominis,Match Report,,,,,1.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
15,2016-01-03,15:00,Super League,Regular season,Sun,Away,W,3.0,0.0,Platanias,,2605.0,,,Charalambos Kalogeropoulos,Match Report,,,,,3.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
16,2016-01-09,19:30,Super League,Regular season,Sat,Home,W,2.0,1.0,Skoda Xanthi,,6422.0,,,Michael Koukoulakis,Match Report,,,,,2.0,0.0,0.0,,,,2015,AEK Athens,,,,,,,
